gene_symbol,log2FC_AA_minus_HN,AveExpr,t,P.Value,adj.P.Val,B,DEG_status,FDR_only,primary_DEG,direction
ABCB11,0.22654536247619,2.71469350525,3.14243261782193,0.00661968889003906,0.0417792940157546,-2.31713819853061,not_DEG,TRUE,FALSE,up
ABCB4,0.0592827707142857,2.3654776788125,2.41138120368285,0.0289761634674957,0.0964349581079027,-3.65032129634137,not_DEG,FALSE,FALSE,up
ABCB6,0.318636311174603,2.99553160575,3.46821688699254,0.00338178821879635,0.0319204504325878,-1.70100804542568,not_DEG,TRUE,FALSE,up
ABCB7,0.180436880380953,3.2830865145,2.43550913840132,0.0276331732093269,0.0938112416704638,-3.60819887190873,not_DEG,FALSE,FALSE,up
ABCB8,0.0227821217460317,1.907308997625,1.00199636454614,0.33202778400577,0.477419789724308,-5.63880338155074,not_DEG,FALSE,FALSE,up
ABCB9,0.228043694349206,3.1210839005,2.08294458240577,0.0545425629660417,0.142396253567035,-4.20445571205488,not_DEG,FALSE,FALSE,up
ABCC1,-0.190202992174603,4.6562998411875,-0.897466425471262,0.383462709754871,0.528159381087022,-5.73378945059422,not_DEG,FALSE,FALSE,down
ABCC10,-0.11018468247619,4.77757520325,-0.490705594393134,0.630641896700279,0.743182481252785,-6.01082117122073,not_DEG,FALSE,FALSE,down
ABCC2,0.0748902624285712,2.6745194111875,1.55224491259314,0.141169563810951,0.266996460225506,-4.99949627593001,not_DEG,FALSE,FALSE,up
ABCC3,-0.0529298447142856,2.8829605360625,-0.834485852166412,0.416927738159995,0.559904990976502,-5.78649989273391,not_DEG,FALSE,FALSE,down
ABCC4,-0.0653077395555555,3.9517775635,-0.43320377261141,0.670950131851604,0.774605383174648,-6.03743039773279,not_DEG,FALSE,FALSE,down
ABCC5,-0.126596053428571,3.913119735375,-0.482910613422603,0.63603943790339,0.747997640582419,-6.01461652910482,not_DEG,FALSE,FALSE,down
ABCC8,0.147180138619048,2.7420800806875,3.30374231250139,0.00474853776506705,0.0361748046984191,-2.01282624389796,not_DEG,TRUE,FALSE,up
ABCC9,0.131145195968254,2.602848750875,3.3355381452571,0.00444710267784498,0.0354046937175894,-1.95263940453119,not_DEG,TRUE,FALSE,up
ABCD1,0.0625307306349207,2.687576320125,1.75635487148126,0.099146364310399,0.209956022447692,-4.7111647687737,not_DEG,FALSE,FALSE,up
ABCD2,0.24391610615873,2.828380143,3.42237793324172,0.00371744527304166,0.0332952477760704,-1.78801622389709,not_DEG,TRUE,FALSE,up
ABCD3,-0.171823443809524,4.982394928,-1.24482624176428,0.232043587417577,0.374850757069626,-5.38395149750824,not_DEG,FALSE,FALSE,down
ABCD4,-0.039921184174603,3.2314276391875,-0.451574386423599,0.65795087519611,0.765727634828456,-6.02927917215039,not_DEG,FALSE,FALSE,down
ABCE1,-0.218557593222222,4.7182498018125,-1.32019650601545,0.206302112087306,0.346024682389058,-5.2957335883926,not_DEG,FALSE,FALSE,down
ABCF1,-0.705296505428571,3.794178949125,-5.51041092448109,5.70471733453168e-05,0.0251913490861422,2.04536648673646,down,TRUE,TRUE,down
