"sample_id","tissue","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"AF087","nasal",-51.2140622612709,-7.05816499379302,13.718731830156,16.8058172512344,6.47482984387302,-4.41513748141856,-27.0533540866017,-6.2596170500854,2.06498896721763,1.21276034215404
"AF089","nasal",73.7633699307661,29.918974420266,16.5877612708989,-2.00904949011822,5.97899570647493,26.8002085468465,-0.00399250690090867,9.2474974240913,-10.5559546420798,48.8869958008
"AF091","nasal",65.4306741130752,12.3350508033794,-9.39023311636961,-10.4452422039747,1.85640915880157,-6.6670241484211,-3.18945902000084,-18.6901264482088,-32.8876717826721,-33.5083688233935
"AF092","nasal",-22.5029734457899,21.8352383426028,10.2142731434386,-39.6990063852651,13.8115294253948,25.761298793405,23.1871729468492,1.82170382740664,-10.6237488581271,-6.89086816932469
"AF097","nasal",28.5500264173178,-45.5218409273527,43.1620984838764,2.74276289981182,-19.1617350153249,11.9394075181398,-4.84215596003746,-4.13211008859158,-6.34669080525038,6.68511646118504
"AF098","nasal",-19.5883892071148,49.2214490608902,-7.22847554547849,1.86109245407231,-26.6951218154587,-12.0594892240791,8.54257160284056,-18.7068425699043,-13.5288372536805,4.27492284785957
"AF099","nasal",-49.4274686591152,-11.882142947932,22.5220524535175,8.89035397327504,-10.3238736699165,-4.82333554396229,-3.09252429958917,-8.40771491171054,24.0572682225954,-2.9490363551148
"AF101","nasal",-17.7399204828779,47.9424639532928,12.2733844020564,-28.5849942314577,-25.5624381895558,8.87157156407377,5.74698120356501,-13.1035835538226,8.46563726451392,-3.84765058869854
"AF103","nasal",76.3319238082289,-81.2839778065093,74.6435051468562,-40.4107676975811,-70.1686110417355,-25.4430912497201,-1.2765142279398,-10.4999351410316,1.31339308235538,8.10527005086204
"AF104","nasal",-8.60076505448754,9.22157170268927,21.046958757379,24.7903282562241,1.37869095767306,6.12184515772447,2.54310151737484,-20.1411863867949,16.3209612962023,3.94146012062354
"AF106","nasal",24.9410020799141,-27.1895702817634,34.9772097969806,2.50817146746194,-8.97517601649017,22.4328835848331,-7.88036317079447,1.35903562439111,-16.8529374564645,-15.7295472467381
