sample_id,CST1_z,CLCA1_z,SERPINB2_z,T2_score,T2_median,molecular_T2_status
HR1697,0.891918802557087,0.529553031256514,-0.366287104551695,0.351728243087302,0.00414386701393426,high
HR1698,0.0662596191173737,0.0850827324306994,0.229307868097895,0.126883406548656,0.00414386701393426,high
HR1699,-1.4139600822742,-1.03471939667274,-0.336774329080645,-0.928484602675862,0.00414386701393426,low
HR1700,0.630985389616043,0.76640159842519,0.249722430256122,0.549036472765785,0.00414386701393426,high
HR1701,-1.55012944222242,-0.897978655478984,-1.47597977531194,-1.30802929100445,0.00414386701393426,low
HR1702,0.509767166171091,0.307119511581359,-0.0504409717527041,0.255481901999915,0.00414386701393426,high
HR1703,1.20631680130709,2.02762628905896,1.97949243301591,1.73781184112732,0.00414386701393426,high
HR1704,0.94314772055196,0.134543281245313,0.589760556730438,0.555817186175904,0.00414386701393426,high
HR1705,0.675405104154542,0.932236921190437,0.457116382590437,0.688252802645138,0.00414386701393426,high
HR1706,0.0972325016302726,0.412972522184352,-0.522914121452748,-0.00423636587937424,0.00414386701393426,low
HR1707,0.901116951187638,0.881042084752812,-0.0673302162891295,0.57160960655044,0.00414386701393426,high
HR1708,0.308695912134675,-0.0878139580494642,0.421972322041516,0.214284758708909,0.00414386701393426,high
HR1709,-1.50531684156194,-1.03471939667274,-1.50566986430597,-1.34856870084689,0.00414386701393426,low
HR1711,0.536363532909797,0.356734075542081,-0.116165165155287,0.258977481098864,0.00414386701393426,high
HR1712,-0.466813941218527,-0.79040668858711,-0.830027904077613,-0.695749511294417,0.00414386701393426,low
HR1713,1.23209724502204,1.93027617034533,1.80897581460799,1.65711640999179,0.00414386701393426,high
HR1714,0.259923327602393,-0.546999772743332,-0.592827960532494,-0.293301468557811,0.00414386701393426,low
HR1715,0.912971185310244,0.106126120027272,0.868802840335383,0.629300048557633,0.00414386701393426,high
HR1716,0.787024666260161,-0.0010957901981155,0.204343415168682,0.330090763743576,0.00414386701393426,high
HR1717,1.05414525744226,1.55410098792202,0.598457226601379,1.06890115732189,0.00414386701393426,high
HR1718,0.710550125038299,-0.0101586902305896,0.240947467634202,0.313779634147304,0.00414386701393426,high
HR1719,1.06480291164014,1.24973275823828,1.80682666203637,1.3737874439716,0.00414386701393426,high
HR1720,-1.25135866182699,-0.894682869724087,-0.432464635626204,-0.859502055725761,0.00414386701393426,low
HR1721,-1.40704647486994,-0.840079212305742,-1.6079297762138,-1.28501848779649,0.00414386701393426,low
HR1722,1.39672104759776,1.72376422356357,2.18978340514994,1.77008955877042,0.00414386701393426,high
HR1723,-0.597611090395959,-1.03471939667274,-1.1334238740484,-0.921918120372367,0.00414386701393426,low
HR1724,0.533149438706211,0.415144412594933,-1.10788196069623,-0.0531960364650278,0.00414386701393426,low
HR1725,-1.47921779008859,-1.03471939667274,-1.64114590986566,-1.38502769887566,0.00414386701393426,low
HR1726,0.585183446616711,-0.3320140536689,0.246136357846421,0.166435250264744,0.00414386701393426,high
HR1727,-1.1131042152587,-0.827905913288582,-0.482144750798762,-0.807718293115349,0.00414386701393426,low
HR1728,-1.20569268289705,-1.03471939667274,-1.28969520501255,-1.17670242819411,0.00414386701393426,low
