sample_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
HR1117,39.5806074264181,8.6843111633282,-18.8256820640458,-1.75801531996642,2.73054320554671,-7.95927676605609,7.86202938636806,0.172408191026866,-6.05982265687722,1.10680489892848
HR1124,-6.07286321250114,15.2623269217896,-11.0116919513949,-0.555075115700402,18.7096234926792,-5.6287320326561,4.54571943416339,3.26655171887432,-9.12560621680584,-0.500250614028344
HR1149,-33.2777362489129,0.579216774833455,-2.5961362970922,5.72920833128975,-0.138634206343809,7.79855349223753,-2.68267487206828,5.19509819073105,-6.86024725673533,2.60977359381557
HR1156,-18.8997761998968,-2.35422516007902,2.47202007967788,-13.3056557729415,-1.28491313864264,-5.88040088199825,10.0038991450224,-10.5806157548277,1.25450959877036,-12.6884038728224
HR1159,-3.28798101987842,-7.69149824116001,-4.08641078122075,3.83899017194381,16.4010625801698,3.0423630408645,3.23889645437887,-0.474892399204407,4.66672554621319,-2.95511690330567
HR1160,74.9261594149348,26.8791967828553,20.2764502847222,-18.0247552972204,1.45797495721706,34.7535934281348,5.58582302765075,-8.91844177090496,-13.0495578770534,4.18709919993187
HR1168,-2.44065637177695,10.7048417853512,-1.68278011678691,8.91019213248333,3.11184911060785,-0.952188227224641,-6.95134709038066,0.468554727182369,-1.73970814635862,-2.30679699283115
HR1169,4.87599148402753,-14.2678107369564,8.4030875033414,13.6807011479615,6.45916588920573,1.39645254651766,-5.4969873820507,-7.8913000916474,9.11958748700962,-1.24904329046739
HR1170,-7.36295335514803,-7.64157136166666,-4.76858079036806,18.0424457017775,-2.77186930104567,-0.677366614197687,-4.63596129512557,-3.19159923354325,-3.8898480185877,-0.410084920399269
HR1171,1.93087444971069,17.5298945971939,-12.2875960532364,0.788559279680069,3.31324439261908,0.409198524538961,-5.09120974583012,5.61869644304804,0.122074751546075,-6.68345783022106
HR1173,-7.52033213721415,18.727507407944,6.46872441152986,-7.50065211343633,-1.13117817143904,-1.14731650437754,6.40459755206896,-1.11851472323358,6.39523875848716,-0.208429756790851
HR1179,-8.7430219198613,-35.6055848345408,-11.6103204647462,10.9218989378703,0.253670132029317,2.83715645068199,3.75255973389206,-8.33216351492005,-2.42423935867812,-0.688880653917428
HR1180,-26.3772408186731,12.6214388906962,2.01808605823032,-3.25747219965389,-0.524172762834092,-3.01112418448472,9.62097314690512,-1.52724553747112,4.47982957583338,4.50676603355349
HR1181,-17.3926933958469,9.10975754617285,-15.4153356769372,7.9627017562538,6.35745143050281,8.63846120453242,-4.82244928212786,6.3855056563685,-10.1382458479132,0.868307971519764
HR1182,10.1035306674222,-33.9443417115903,-2.38946479950289,4.10280095517708,0.868330157704617,8.96876797787929,-0.138314923167741,-0.973879434024106,5.22192805651805,-1.26487243881841
HR1184,-31.9999551374677,-18.7428351744251,-13.5918566927653,-15.7705892174553,-11.2059524264208,1.65165263810766,-12.3220073657009,0.180024694522798,0.308361795177297,3.34042814406415
HR1186,-33.8759623647404,14.1451174435309,-0.917531014886063,7.89965582261591,-6.76440353725573,7.36709834488473,-5.54187599215935,4.2013639005203,2.54472846272963,6.66386506505809
